ID_POST,Sentiment,Count,positive,negative,neutre
110443648988755_1136436393056137,positive,11,4,14,11
110443648988755_1136436393056137,neutre,14,4,14,11
110443648988755_1136453359721107,negative,4,4,26,21
110443648988755_1136453359721107,positive,21,4,26,21
110443648988755_1136453359721107,neutre,26,4,26,21
110443648988755_1136965966336513,negative,0,0,0,2
110443648988755_1136965966336513,positive,2,0,0,2
110443648988755_1136965966336513,neutre,0,0,0,2
110443648988755_1137259506307159,negative,0,0,24,4
110443648988755_1137259506307159,positive,4,0,24,4
110443648988755_1137259506307159,neutre,24,0,24,4
110443648988755_1137370092962767,negative,1,1,2,0
110443648988755_1137370092962767,positive,0,1,2,0
110443648988755_1137370092962767,neutre,2,1,2,0
110443648988755_1142820782417698,negative,1,1,16,4
110443648988755_1142820782417698,positive,4,1,16,4
110443648988755_1142820782417698,neutre,16,1,16,4
110443648988755_1142965045736605,negative,1,1,7,4
110443648988755_1142965045736605,positive,4,1,7,4
110443648988755_1142965045736605,neutre,7,1,7,4
110443648988755_1142965842403192,negative,0,0,2,4
110443648988755_1142965842403192,positive,4,0,2,4
110443648988755_1142965842403192,neutre,2,0,2,4
110443648988755_1143783588988084,negative,0,0,1,1
110443648988755_1143783588988084,positive,1,0,1,1
110443648988755_1143783588988084,neutre,1,0,1,1
110443648988755_1143783898988053,negative,0,0,2,5
110443648988755_1143783898988053,positive,5,0,2,5
110443648988755_1143783898988053,neutre,2,0,2,5
110443648988755_1143900072309769,negative,0,0,8,0
110443648988755_1143900072309769,positive,0,0,8,0
110443648988755_1143900072309769,neutre,8,0,8,0
110443648988755_1144058478960595,negative,0,0,10,5
110443648988755_1144058478960595,positive,5,0,10,5
110443648988755_1144058478960595,neutre,10,0,10,5
110443648988755_1144084648957978,negative,1,1,0,0
110443648988755_1144084648957978,positive,0,1,0,0
110443648988755_1144084648957978,neutre,0,1,0,0
110443648988755_1144098528956590,negative,1,1,0,2
110443648988755_1144098528956590,positive,2,1,0,2
110443648988755_1144098528956590,neutre,0,1,0,2
110443648988755_1144237632276013,negative,0,0,2,1
110443648988755_1144237632276013,positive,1,0,2,1
110443648988755_1144237632276013,neutre,2,0,2,1
110443648988755_1144252978941145,negative,0,0,2,0
110443648988755_1144252978941145,positive,0,0,2,0
110443648988755_1144252978941145,neutre,2,0,2,0
110443648988755_1144257608940682,negative,0,0,2,1
110443648988755_1144257608940682,positive,1,0,2,1
110443648988755_1144257608940682,neutre,2,0,2,1
110443648988755_1144278988938544,negative,0,0,1,1
110443648988755_1144278988938544,positive,1,0,1,1
110443648988755_1144278988938544,neutre,1,0,1,1
110443648988755_1144287638937679,negative,0,0,2,0
110443648988755_1144287638937679,positive,0,0,2,0
110443648988755_1144287638937679,neutre,2,0,2,0
110443648988755_1144289195604190,negative,0,0,1,0
110443648988755_1144289195604190,positive,0,0,1,0
110443648988755_1144289195604190,neutre,1,0,1,0
110443648988755_1144289622270814,negative,0,0,1,0
110443648988755_1144289622270814,positive,0,0,1,0
110443648988755_1144289622270814,neutre,1,0,1,0
110443648988755_1144291682270608,negative,1,1,0,0
110443648988755_1144291682270608,positive,0,1,0,0
110443648988755_1144291682270608,neutre,0,1,0,0
110443648988755_1144296475603462,negative,0,0,8,4
110443648988755_1144296475603462,positive,4,0,8,4
110443648988755_1144296475603462,neutre,8,0,8,4
110443648988755_1144320708934372,negative,0,0,1,0
110443648988755_1144320708934372,positive,0,0,1,0
110443648988755_1144320708934372,neutre,1,0,1,0
110443648988755_1144321715600938,negative,0,0,0,1
110443648988755_1144321715600938,positive,1,0,0,1
110443648988755_1144321715600938,neutre,0,0,0,1
110443648988755_1144322382267538,negative,0,0,2,0
110443648988755_1144322382267538,positive,0,0,2,0
110443648988755_1144322382267538,neutre,2,0,2,0
110443648988755_1144340285599081,negative,0,0,1,1
110443648988755_1144340285599081,positive,1,0,1,1
110443648988755_1144340285599081,neutre,1,0,1,1
110443648988755_1144348092264967,negative,3,3,19,20
110443648988755_1144348092264967,positive,20,3,19,20
110443648988755_1144348092264967,neutre,19,3,19,20
110443648988755_1144385865594523,negative,1,1,21,29
110443648988755_1144385865594523,positive,29,1,21,29
110443648988755_1144385865594523,neutre,21,1,21,29
110443648988755_1144407695592340,negative,0,0,3,8
110443648988755_1144407695592340,positive,8,0,3,8
110443648988755_1144407695592340,neutre,3,0,3,8
110443648988755_1145131858853257,negative,0,0,0,1
110443648988755_1145131858853257,positive,1,0,0,1
110443648988755_1145131858853257,neutre,0,0,0,1
110443648988755_1145154845517625,negative,0,0,0,1
110443648988755_1145154845517625,positive,1,0,0,1
110443648988755_1145154845517625,neutre,0,0,0,1
110443648988755_1145163372183439,negative,0,0,8,4
110443648988755_1145163372183439,positive,4,0,8,4
110443648988755_1145163372183439,neutre,8,0,8,4
110443648988755_1145269172172859,negative,0,0,10,5
110443648988755_1145269172172859,positive,5,0,10,5
110443648988755_1145269172172859,neutre,10,0,10,5
110443648988755_1145388428827600,negative,4,4,60,29
110443648988755_1145388428827600,positive,29,4,60,29
110443648988755_1145388428827600,neutre,60,4,60,29
110443648988755_1145404662159310,negative,9,9,81,82
110443648988755_1145404662159310,positive,82,9,81,82
110443648988755_1145404662159310,neutre,81,9,81,82
110443648988755_1145405295492580,negative,1,1,19,16
110443648988755_1145405295492580,positive,16,1,19,16
110443648988755_1145405295492580,neutre,19,1,19,16
110443648988755_1145427052157071,negative,3,3,10,6
110443648988755_1145427052157071,positive,6,3,10,6
110443648988755_1145427052157071,neutre,10,3,10,6
110443648988755_1147304695302640,negative,1,1,2,0
110443648988755_1147304695302640,positive,0,1,2,0
110443648988755_1147304695302640,neutre,2,1,2,0
110443648988755_1147752971924479,negative,0,0,2,2
110443648988755_1147752971924479,positive,2,0,2,2
110443648988755_1147752971924479,neutre,2,0,2,2
110443648988755_1147882138578229,negative,0,0,0,1
110443648988755_1147882138578229,positive,1,0,0,1
110443648988755_1147882138578229,neutre,0,0,0,1
110443648988755_1149037591796017,negative,0,0,1,1
110443648988755_1149037591796017,positive,1,0,1,1
110443648988755_1149037591796017,neutre,1,0,1,1
110443648988755_1149203801779396,negative,1,1,1,1
110443648988755_1149203801779396,positive,1,1,1,1
110443648988755_1149203801779396,neutre,1,1,1,1
110443648988755_1149272445105865,negative,0,0,5,1
110443648988755_1149272445105865,positive,1,0,5,1
110443648988755_1149272445105865,neutre,5,0,5,1
110443648988755_1149769798389463,negative,1,1,6,3
110443648988755_1149769798389463,positive,3,1,6,3
110443648988755_1149769798389463,neutre,6,1,6,3
110443648988755_1149828975050212,negative,0,0,1,3
110443648988755_1149828975050212,positive,3,0,1,3
110443648988755_1149828975050212,neutre,1,0,1,3
110443648988755_1149836951716081,negative,1,1,6,2
110443648988755_1149836951716081,positive,2,1,6,2
110443648988755_1149836951716081,neutre,6,1,6,2
110443648988755_1149876618378781,negative,0,0,8,2
110443648988755_1149876618378781,positive,2,0,8,2
110443648988755_1149876618378781,neutre,8,0,8,2
110443648988755_1149914041708372,negative,1,1,1,0
110443648988755_1149914041708372,positive,0,1,1,0
110443648988755_1149914041708372,neutre,1,1,1,0
110443648988755_1149947268371716,negative,0,0,2,0
110443648988755_1149947268371716,positive,0,0,2,0
110443648988755_1149947268371716,neutre,2,0,2,0
110443648988755_1149952971704479,negative,0,0,1,1
110443648988755_1149952971704479,positive,1,0,1,1
110443648988755_1149952971704479,neutre,1,0,1,1
110443648988755_1149965421703234,negative,0,0,1,0
110443648988755_1149965421703234,positive,0,0,1,0
110443648988755_1149965421703234,neutre,1,0,1,0
110443648988755_1149974271702349,negative,0,0,1,0
110443648988755_1149974271702349,positive,0,0,1,0
110443648988755_1149974271702349,neutre,1,0,1,0
110443648988755_1149975501702226,negative,1,1,1,0
110443648988755_1149975501702226,positive,0,1,1,0
110443648988755_1149975501702226,neutre,1,1,1,0
110443648988755_1149984748367968,negative,0,0,1,0
110443648988755_1149984748367968,positive,0,0,1,0
110443648988755_1149984748367968,neutre,1,0,1,0
110443648988755_1149990165034093,negative,3,3,6,6
110443648988755_1149990165034093,positive,6,3,6,6
110443648988755_1149990165034093,neutre,6,3,6,6
110443648988755_1149994908366952,negative,1,1,3,1
110443648988755_1149994908366952,positive,1,1,3,1
110443648988755_1149994908366952,neutre,3,1,3,1
110443648988755_1150711644961945,negative,1,1,3,3
110443648988755_1150711644961945,positive,3,1,3,3
110443648988755_1150711644961945,neutre,3,1,3,3
110443648988755_1151904178176025,negative,0,0,2,0
110443648988755_1151904178176025,positive,0,0,2,0
110443648988755_1151904178176025,neutre,2,0,2,0
110443648988755_1151920044841105,negative,0,0,0,1
110443648988755_1151920044841105,positive,1,0,0,1
110443648988755_1151920044841105,neutre,0,0,0,1
110443648988755_1151943514838758,negative,0,0,1,0
110443648988755_1151943514838758,positive,0,0,1,0
110443648988755_1151943514838758,neutre,1,0,1,0
110443648988755_1151981961501580,negative,0,0,4,1
110443648988755_1151981961501580,positive,1,0,4,1
110443648988755_1151981961501580,neutre,4,0,4,1
110443648988755_1152510481448728,negative,0,0,6,0
110443648988755_1152510481448728,positive,0,0,6,0
110443648988755_1152510481448728,neutre,6,0,6,0
110443648988755_1152633498103093,negative,0,0,0,2
110443648988755_1152633498103093,positive,2,0,0,2
110443648988755_1152633498103093,neutre,0,0,0,2
110443648988755_1153213591378417,negative,0,0,1,2
110443648988755_1153213591378417,positive,2,0,1,2
110443648988755_1153213591378417,neutre,1,0,1,2
110443648988755_1153221768044266,negative,5,5,20,12
110443648988755_1153221768044266,positive,12,5,20,12
110443648988755_1153221768044266,neutre,20,5,20,12
110443648988755_1154518064581303,negative,2,2,1,2
110443648988755_1154518064581303,positive,2,2,1,2
110443648988755_1154518064581303,neutre,1,2,1,2
110443648988755_1154521734580936,negative,3,3,6,2
110443648988755_1154521734580936,positive,2,3,6,2
110443648988755_1154521734580936,neutre,6,3,6,2
110443648988755_1154555584577551,negative,0,0,2,2
110443648988755_1154555584577551,positive,2,0,2,2
110443648988755_1154555584577551,neutre,2,0,2,2
110443648988755_1155045607861882,negative,0,0,1,1
110443648988755_1155045607861882,positive,1,0,1,1
110443648988755_1155045607861882,neutre,1,0,1,1
110443648988755_1155697194463390,negative,0,0,6,3
110443648988755_1155697194463390,positive,3,0,6,3
110443648988755_1155697194463390,neutre,6,0,6,3
110443648988755_1155709277795515,negative,0,0,0,2
110443648988755_1155709277795515,positive,2,0,0,2
110443648988755_1155709277795515,neutre,0,0,0,2
110443648988755_1155715764461533,negative,0,0,5,2
110443648988755_1155715764461533,positive,2,0,5,2
110443648988755_1155715764461533,neutre,5,0,5,2
110443648988755_1155720264461083,negative,0,0,3,0
110443648988755_1155720264461083,positive,0,0,3,0
110443648988755_1155720264461083,neutre,3,0,3,0
110443648988755_1155722927794150,negative,1,1,0,0
110443648988755_1155722927794150,positive,0,1,0,0
110443648988755_1155722927794150,neutre,0,1,0,0
110443648988755_1155725521127224,negative,0,0,1,0
110443648988755_1155725521127224,positive,0,0,1,0
110443648988755_1155725521127224,neutre,1,0,1,0
110443648988755_1155729391126837,negative,0,0,4,3
110443648988755_1155729391126837,positive,3,0,4,3
110443648988755_1155729391126837,neutre,4,0,4,3
110443648988755_1155730917793351,negative,1,1,0,0
110443648988755_1155730917793351,positive,0,1,0,0
110443648988755_1155730917793351,neutre,0,1,0,0
110443648988755_1155739744459135,negative,0,0,3,1
110443648988755_1155739744459135,positive,1,0,3,1
110443648988755_1155739744459135,neutre,3,0,3,1
110443648988755_1155764524456657,negative,1,1,0,1
110443648988755_1155764524456657,positive,1,1,0,1
110443648988755_1155764524456657,neutre,0,1,0,1
110443648988755_1155765717789871,negative,0,0,1,2
110443648988755_1155765717789871,positive,2,0,1,2
110443648988755_1155765717789871,neutre,1,0,1,2
110443648988755_1155766747789768,negative,0,0,1,0
110443648988755_1155766747789768,positive,0,0,1,0
110443648988755_1155766747789768,neutre,1,0,1,0
110443648988755_1155771771122599,negative,5,5,15,12
110443648988755_1155771771122599,positive,12,5,15,12
110443648988755_1155771771122599,neutre,15,5,15,12
110443648988755_1155801604452949,negative,3,3,36,19
110443648988755_1155801604452949,positive,19,3,36,19
110443648988755_1155801604452949,neutre,36,3,36,19
110443648988755_1156376631062113,negative,0,0,10,5
110443648988755_1156376631062113,positive,5,0,10,5
110443648988755_1156376631062113,neutre,10,0,10,5
110443648988755_1156410877725355,negative,0,0,5,0
110443648988755_1156410877725355,positive,0,0,5,0
110443648988755_1156410877725355,neutre,5,0,5,0
110443648988755_1156925847673858,negative,1,1,0,1
110443648988755_1156925847673858,positive,1,1,0,1
110443648988755_1156925847673858,neutre,0,1,0,1
110443648988755_1156925911007185,negative,0,0,1,0
110443648988755_1156925911007185,positive,0,0,1,0
110443648988755_1156925911007185,neutre,1,0,1,0
110443648988755_1156925914340518,negative,0,0,1,2
110443648988755_1156925914340518,positive,2,0,1,2
110443648988755_1156925914340518,neutre,1,0,1,2
110443648988755_1156925924340517,negative,0,0,1,1
110443648988755_1156925924340517,positive,1,0,1,1
110443648988755_1156925924340517,neutre,1,0,1,1
110443648988755_1156925937673849,negative,0,0,0,1
110443648988755_1156925937673849,positive,1,0,0,1
110443648988755_1156925937673849,neutre,0,0,0,1
110443648988755_1156925971007179,negative,0,0,1,0
110443648988755_1156925971007179,positive,0,0,1,0
110443648988755_1156925971007179,neutre,1,0,1,0
110443648988755_1156925974340512,negative,0,0,1,1
110443648988755_1156925974340512,positive,1,0,1,1
110443648988755_1156925974340512,neutre,1,0,1,1
110443648988755_1156926014340508,negative,0,0,1,2
110443648988755_1156926014340508,positive,2,0,1,2
110443648988755_1156926014340508,neutre,1,0,1,2
110443648988755_1158196270880149,negative,1,1,0,2
110443648988755_1158196270880149,positive,2,1,0,2
110443648988755_1158196270880149,neutre,0,1,0,2
110443648988755_1158206450879131,negative,0,0,1,1
110443648988755_1158206450879131,positive,1,0,1,1
110443648988755_1158206450879131,neutre,1,0,1,1
110443648988755_1158931157473327,negative,0,0,6,1
110443648988755_1158931157473327,positive,1,0,6,1
110443648988755_1158931157473327,neutre,6,0,6,1
110443648988755_1160254450674331,negative,2,2,0,0
110443648988755_1160254450674331,positive,0,2,0,0
110443648988755_1160254450674331,neutre,0,2,0,0
110443648988755_1160255207340922,negative,0,0,1,0
110443648988755_1160255207340922,positive,0,0,1,0
110443648988755_1160255207340922,neutre,1,0,1,0
110443648988755_1160274117339031,negative,0,0,1,1
110443648988755_1160274117339031,positive,1,0,1,1
110443648988755_1160274117339031,neutre,1,0,1,1
110443648988755_1160289784004131,negative,1,1,1,0
110443648988755_1160289784004131,positive,0,1,1,0
110443648988755_1160289784004131,neutre,1,1,1,0
110443648988755_1160294520670324,negative,0,0,2,0
110443648988755_1160294520670324,positive,0,0,2,0
110443648988755_1160294520670324,neutre,2,0,2,0
110443648988755_1160300607336382,negative,0,0,1,0
110443648988755_1160300607336382,positive,0,0,1,0
110443648988755_1160300607336382,neutre,1,0,1,0
110443648988755_1160304527335990,negative,0,0,1,0
110443648988755_1160304527335990,positive,0,0,1,0
110443648988755_1160304527335990,neutre,1,0,1,0
110443648988755_1160307820668994,negative,1,1,0,0
110443648988755_1160307820668994,positive,0,1,0,0
110443648988755_1160307820668994,neutre,0,1,0,0
110443648988755_1160309527335490,negative,2,2,0,0
110443648988755_1160309527335490,positive,0,2,0,0
110443648988755_1160309527335490,neutre,0,2,0,0
110443648988755_1160324467333996,negative,0,0,2,0
110443648988755_1160324467333996,positive,0,0,2,0
110443648988755_1160324467333996,neutre,2,0,2,0
110443648988755_1160327517333691,negative,4,4,5,12
110443648988755_1160327517333691,positive,12,4,5,12
110443648988755_1160327517333691,neutre,5,4,5,12
110443648988755_1160794813953628,negative,0,0,1,0
110443648988755_1160794813953628,positive,0,0,1,0
110443648988755_1160794813953628,neutre,1,0,1,0
110443648988755_1160840420615734,negative,0,0,8,2
110443648988755_1160840420615734,positive,2,0,8,2
110443648988755_1160840420615734,neutre,8,0,8,2
110443648988755_1161000170599759,negative,1,1,3,3
110443648988755_1161000170599759,positive,3,1,3,3
110443648988755_1161000170599759,neutre,3,1,3,3
110443648988755_1161003900599386,negative,0,0,0,1
110443648988755_1161003900599386,positive,1,0,0,1
110443648988755_1161003900599386,neutre,0,0,0,1
110443648988755_1162910107075432,negative,0,0,1,1
110443648988755_1162910107075432,positive,1,0,1,1
110443648988755_1162910107075432,neutre,1,0,1,1
110443648988755_1163378703695239,negative,1,1,4,0
110443648988755_1163378703695239,positive,0,1,4,0
110443648988755_1163378703695239,neutre,4,1,4,0
110443648988755_1163445650355211,negative,0,0,4,0
110443648988755_1163445650355211,positive,0,0,4,0
110443648988755_1163445650355211,neutre,4,0,4,0
110443648988755_1164819983551111,negative,22,22,153,129
110443648988755_1164819983551111,positive,129,22,153,129
110443648988755_1164819983551111,neutre,153,22,153,129
110443648988755_1165193860180390,negative,0,0,17,19
110443648988755_1165193860180390,positive,19,0,17,19
110443648988755_1165193860180390,neutre,17,0,17,19
110443648988755_1165219253511184,negative,0,0,1,1
110443648988755_1165219253511184,positive,1,0,1,1
110443648988755_1165219253511184,neutre,1,0,1,1
110443648988755_1165397396826703,negative,0,0,2,0
110443648988755_1165397396826703,positive,0,0,2,0
110443648988755_1165397396826703,neutre,2,0,2,0
110443648988755_1165434310156345,negative,0,0,40,1
110443648988755_1165434310156345,positive,1,0,40,1
110443648988755_1165434310156345,neutre,40,0,40,1
110443648988755_1166007863432323,negative,1,1,2,2
110443648988755_1166007863432323,positive,2,1,2,2
110443648988755_1166007863432323,neutre,2,1,2,2
110443648988755_1166657936700649,negative,0,0,2,0
110443648988755_1166657936700649,positive,0,0,2,0
110443648988755_1166657936700649,neutre,2,0,2,0
110443648988755_1166738150025961,negative,0,0,1,1
110443648988755_1166738150025961,positive,1,0,1,1
110443648988755_1166738150025961,neutre,1,0,1,1
110443648988755_1167314739968302,negative,0,0,0,1
110443648988755_1167314739968302,positive,1,0,0,1
110443648988755_1167314739968302,neutre,0,0,0,1
110443648988755_1167690859930690,negative,0,0,5,3
110443648988755_1167690859930690,positive,3,0,5,3
110443648988755_1167690859930690,neutre,5,0,5,3
110443648988755_1167917253241384,negative,0,0,2,0
110443648988755_1167917253241384,positive,0,0,2,0
110443648988755_1167917253241384,neutre,2,0,2,0
110443648988755_1167924926573950,negative,1,1,2,1
110443648988755_1167924926573950,positive,1,1,2,1
110443648988755_1167924926573950,neutre,2,1,2,1
110443648988755_1167942913238818,negative,0,0,1,1
110443648988755_1167942913238818,positive,1,0,1,1
110443648988755_1167942913238818,neutre,1,0,1,1
110443648988755_1167943593238750,negative,0,0,0,1
110443648988755_1167943593238750,positive,1,0,0,1
110443648988755_1167943593238750,neutre,0,0,0,1
110443648988755_1167960536570389,negative,1,1,3,2
110443648988755_1167960536570389,positive,2,1,3,2
110443648988755_1167960536570389,neutre,3,1,3,2
110443648988755_1167972219902554,negative,2,2,20,14
110443648988755_1167972219902554,positive,14,2,20,14
110443648988755_1167972219902554,neutre,20,2,20,14
110443648988755_1167990959900680,negative,0,0,13,4
110443648988755_1167990959900680,positive,4,0,13,4
110443648988755_1167990959900680,neutre,13,0,13,4
110443648988755_1167992596567183,negative,0,0,6,5
110443648988755_1167992596567183,positive,5,0,6,5
110443648988755_1167992596567183,neutre,6,0,6,5
110443648988755_1168014866564956,negative,0,0,1,0
110443648988755_1168014866564956,positive,0,0,1,0
110443648988755_1168014866564956,neutre,1,0,1,0
110443648988755_1169139659785810,negative,0,0,18,11
110443648988755_1169139659785810,positive,11,0,18,11
110443648988755_1169139659785810,neutre,18,0,18,11
110443648988755_1169855693047540,negative,0,0,1,5
110443648988755_1169855693047540,positive,5,0,1,5
110443648988755_1169855693047540,neutre,1,0,1,5
110443648988755_1170362986330144,negative,0,0,15,13
110443648988755_1170362986330144,positive,13,0,15,13
110443648988755_1170362986330144,neutre,15,0,15,13
110443648988755_1171535552879554,negative,0,0,1,6
110443648988755_1171535552879554,positive,6,0,1,6
110443648988755_1171535552879554,neutre,1,0,1,6
110443648988755_1171544202878689,negative,0,0,2,0
110443648988755_1171544202878689,positive,0,0,2,0
110443648988755_1171544202878689,neutre,2,0,2,0
110443648988755_1171598609539915,negative,1,1,0,0
110443648988755_1171598609539915,positive,0,1,0,0
110443648988755_1171598609539915,neutre,0,1,0,0
110443648988755_1172190929480683,negative,1,1,5,2
110443648988755_1172190929480683,positive,2,1,5,2
110443648988755_1172190929480683,neutre,5,1,5,2
110443648988755_1172265296139913,negative,1,1,0,0
110443648988755_1172265296139913,positive,0,1,0,0
110443648988755_1172265296139913,neutre,0,1,0,0
110443648988755_1172277666138676,negative,2,2,1,1
110443648988755_1172277666138676,positive,1,2,1,1
110443648988755_1172277666138676,neutre,1,2,1,1
110443648988755_1172281242804985,negative,0,0,1,1
110443648988755_1172281242804985,positive,1,0,1,1
110443648988755_1172281242804985,neutre,1,0,1,1
110443648988755_1172285492804560,negative,0,0,1,0
110443648988755_1172285492804560,positive,0,0,1,0
110443648988755_1172285492804560,neutre,1,0,1,0
110443648988755_1172297092803400,negative,0,0,4,0
110443648988755_1172297092803400,positive,0,0,4,0
110443648988755_1172297092803400,neutre,4,0,4,0
110443648988755_1172307232802386,negative,0,0,2,0
110443648988755_1172307232802386,positive,0,0,2,0
110443648988755_1172307232802386,neutre,2,0,2,0
110443648988755_1172313629468413,negative,0,0,1,0
110443648988755_1172313629468413,positive,0,0,1,0
110443648988755_1172313629468413,neutre,1,0,1,0
110443648988755_1172323186134124,negative,4,4,11,6
110443648988755_1172323186134124,positive,6,4,11,6
110443648988755_1172323186134124,neutre,11,4,11,6
110443648988755_1172370349462741,negative,0,0,3,0
110443648988755_1172370349462741,positive,0,0,3,0
110443648988755_1172370349462741,neutre,3,0,3,0
110443648988755_1174046479295128,negative,2,2,4,0
110443648988755_1174046479295128,positive,0,2,4,0
110443648988755_1174046479295128,neutre,4,2,4,0
110443648988755_1174498865916556,negative,1,1,1,0
110443648988755_1174498865916556,positive,0,1,1,0
110443648988755_1174498865916556,neutre,1,1,1,0
110443648988755_1174593215907121,negative,1,1,1,1
110443648988755_1174593215907121,positive,1,1,1,1
110443648988755_1174593215907121,neutre,1,1,1,1
110443648988755_1174699345896508,negative,0,0,2,1
110443648988755_1174699345896508,positive,1,0,2,1
110443648988755_1174699345896508,neutre,2,0,2,1
110443648988755_1174720989227677,negative,1,1,1,1
110443648988755_1174720989227677,positive,1,1,1,1
110443648988755_1174720989227677,neutre,1,1,1,1
110443648988755_1174735182559591,negative,0,0,6,1
110443648988755_1174735182559591,positive,1,0,6,1
110443648988755_1174735182559591,neutre,6,0,6,1
110443648988755_1175236085842834,negative,0,0,12,8
110443648988755_1175236085842834,positive,8,0,12,8
110443648988755_1175236085842834,neutre,12,0,12,8
110443648988755_1175369835829459,negative,0,0,2,0
110443648988755_1175369835829459,positive,0,0,2,0
110443648988755_1175369835829459,neutre,2,0,2,0
110443648988755_1175449832488126,negative,0,0,14,11
110443648988755_1175449832488126,positive,11,0,14,11
110443648988755_1175449832488126,neutre,14,0,14,11
110443648988755_1175965602436549,negative,2,2,10,12
110443648988755_1175965602436549,positive,12,2,10,12
110443648988755_1175965602436549,neutre,10,2,10,12
110443648988755_1176714082361701,negative,0,0,3,0
110443648988755_1176714082361701,positive,0,0,3,0
110443648988755_1176714082361701,neutre,3,0,3,0
110443648988755_1177116792321430,negative,1,1,2,1
110443648988755_1177116792321430,positive,1,1,2,1
110443648988755_1177116792321430,neutre,2,1,2,1
110443648988755_1177684865597956,negative,0,0,2,1
110443648988755_1177684865597956,positive,1,0,2,1
110443648988755_1177684865597956,neutre,2,0,2,1
110443648988755_1177708325595610,negative,2,2,5,0
110443648988755_1177708325595610,positive,0,2,5,0
110443648988755_1177708325595610,neutre,5,2,5,0
110443648988755_1177813642251745,negative,1,1,11,4
110443648988755_1177813642251745,positive,4,1,11,4
110443648988755_1177813642251745,neutre,11,1,11,4
110443648988755_1177822082250901,negative,1,1,1,2
110443648988755_1177822082250901,positive,2,1,1,2
110443648988755_1177822082250901,neutre,1,1,1,2
110443648988755_1177834142249695,negative,0,0,4,0
110443648988755_1177834142249695,positive,0,0,4,0
110443648988755_1177834142249695,neutre,4,0,4,0
110443648988755_1177849898914786,negative,1,1,0,0
110443648988755_1177849898914786,positive,0,1,0,0
110443648988755_1177849898914786,neutre,0,1,0,0
110443648988755_1177862355580207,negative,0,0,2,0
110443648988755_1177862355580207,positive,0,0,2,0
110443648988755_1177862355580207,neutre,2,0,2,0
110443648988755_1177869352246174,negative,0,0,1,0
110443648988755_1177869352246174,positive,0,0,1,0
110443648988755_1177869352246174,neutre,1,0,1,0
110443648988755_1177889922244117,negative,0,0,1,0
110443648988755_1177889922244117,positive,0,0,1,0
110443648988755_1177889922244117,neutre,1,0,1,0
110443648988755_1177894618910314,negative,0,0,0,2
110443648988755_1177894618910314,positive,2,0,0,2
110443648988755_1177894618910314,neutre,0,0,0,2
110443648988755_1177895128910263,negative,2,2,10,10
110443648988755_1177895128910263,positive,10,2,10,10
110443648988755_1177895128910263,neutre,10,2,10,10
110443648988755_1177923565574086,negative,0,0,8,6
110443648988755_1177923565574086,positive,6,0,8,6
110443648988755_1177923565574086,neutre,8,0,8,6
110443648988755_1177933558906420,negative,0,0,2,2
110443648988755_1177933558906420,positive,2,0,2,2
110443648988755_1177933558906420,neutre,2,0,2,2
110443648988755_1177936038906172,negative,1,1,12,14
110443648988755_1177936038906172,positive,14,1,12,14
110443648988755_1177936038906172,neutre,12,1,12,14
110443648988755_1178372385529204,negative,0,0,2,4
110443648988755_1178372385529204,positive,4,0,2,4
110443648988755_1178372385529204,neutre,2,0,2,4
110443648988755_1178388962194213,negative,1,1,1,5
110443648988755_1178388962194213,positive,5,1,1,5
110443648988755_1178388962194213,neutre,1,1,1,5
110443648988755_1179093305457112,negative,1,1,2,1
110443648988755_1179093305457112,positive,1,1,2,1
110443648988755_1179093305457112,neutre,2,1,2,1
110443648988755_1179103885456054,negative,0,0,4,3
110443648988755_1179103885456054,positive,3,0,4,3
110443648988755_1179103885456054,neutre,4,0,4,3
110443648988755_1179703015396141,negative,0,0,2,1
110443648988755_1179703015396141,positive,1,0,2,1
110443648988755_1179703015396141,neutre,2,0,2,1
110443648988755_1179947122038397,negative,0,0,2,1
110443648988755_1179947122038397,positive,1,0,2,1
110443648988755_1179947122038397,neutre,2,0,2,1
110443648988755_1180369735329469,negative,0,0,4,4
110443648988755_1180369735329469,positive,4,0,4,4
110443648988755_1180369735329469,neutre,4,0,4,4
110443648988755_1182775981755511,negative,3,3,31,9
110443648988755_1182775981755511,positive,9,3,31,9
110443648988755_1182775981755511,neutre,31,3,31,9
110443648988755_1183630335003409,negative,5,5,9,13
110443648988755_1183630335003409,positive,13,5,9,13
110443648988755_1183630335003409,neutre,9,5,9,13
110443648988755_1183633188336457,negative,1,1,1,8
110443648988755_1183633188336457,positive,8,1,1,8
110443648988755_1183633188336457,neutre,1,1,1,8
110443648988755_1184265078273268,negative,0,0,11,9
110443648988755_1184265078273268,positive,9,0,11,9
110443648988755_1184265078273268,neutre,11,0,11,9
110443648988755_1184272124939230,negative,0,0,2,2
110443648988755_1184272124939230,positive,2,0,2,2
110443648988755_1184272124939230,neutre,2,0,2,2
110443648988755_1185568224809620,negative,0,0,5,2
110443648988755_1185568224809620,positive,2,0,5,2
110443648988755_1185568224809620,neutre,5,0,5,2
110443648988755_1187350017964774,negative,0,0,6,0
110443648988755_1187350017964774,positive,0,0,6,0
110443648988755_1187350017964774,neutre,6,0,6,0
110443648988755_1188162301216879,negative,0,0,0,1
110443648988755_1188162301216879,positive,1,0,0,1
110443648988755_1188162301216879,neutre,0,0,0,1
110443648988755_1188191611213948,negative,0,0,2,0
110443648988755_1188191611213948,positive,0,0,2,0
